flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
10.36239555,524485.5,7.1,127.1,56.06435033,56.06435033,0,0,0,0,0,1,0,0,0,1.4,0,268,561.9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,11333,66,5244,744.9579055,1271.479466,360,166853715.9,13.5,38.62187357,1801.390667,1630743.082,1,244.6,1
246.5250044,25192.8,7.1,83.1,5.72194039,5.72194039,0,0,0,0,0,1,0,0,0.1,1.6,0,14,35.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3885.5,66,676.5,252.3259195,238.9175559,230.5,166861490.6,13.5,22.48445854,338.4560747,57312.82021,1,244.6,1
333.3982253,47346.3,9.3,63.1,47.03606202,47.03606202,0,0,0,0,0,1,0,0,0,1.4,0,3.1,9.1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5646.2,213.8,1394.9,996.0305556,519.5348708,828.7,0.005565691,5.5,44.06703131,734.7332604,306051.5534,0.9,38.5,1
934.8241488,40883.8,7.1,74.3,0.342562235,0.342562235,0,0,0,0,0,1,0,0,0,0,0,197.9,345.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,776.2,90.9,202.3,144.2256746,39.01535075,123.8,0.030220795,5.5,16.95277144,55.17603818,1848.238478,0.9,38.5,1
0.576801038,930.6,17,64,17.163586,17.163586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,517,94,94,94,0,94,3.10E-06,5.5,13.7113092,0,0,0,38.5,1
12.6327574,115153.9,12.6,56.2,34.69013973,34.69013973,0,0,0,0,0,0,0,0,0.2,0.8,0,6.4,13.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1221.7,76.1,470.1,217.0694444,164.9580061,323.1,0.001799893,5.5,20.59449635,233.2858494,33852.05007,0.9,38.5,1
1.302418423,261922.4,6,182.3,170.8335592,170.8335592,0,0,0,0,0,1,0,0,0,2,0,94.5,221.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,7743.4,54,2345.2,1167.777778,949.1858692,1486,0.000637794,5.5,45.01561185,1342.351529,1142237.351,0.8,38.5,1
6.507498002,697416.2,14.8,66.8,121.9541897,121.9541897,0,0,0,0,0,0,0,0,0,0,0,0.7,0.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4642,66,851,296.4519074,243.7135787,339.7,166861252.6,13.5,24.3604469,345.244622,60147.73772,1,244.6,1
714.9927971,89733.9,9.8,121.1,1.556173338,1.556173338,0,0,0,0,0,0,0,0,0,0.2,0,269.3,471,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1537.7,58,230,99.21584772,57.36490052,97.6,166854718.8,13.5,14.10144565,81.22086064,3303.425893,1,244.6,1
17.67742033,1982040,6,64,101.739952,101.739952,0,0,0,0,0,1,0,0,0,0,0,7,1798.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,21222,66,2490,1362.274366,671.7787019,1678,166863023.7,13.5,51.98137078,928.6434882,432263.6447,1,244.6,1
1.78196075,1289.8,15.9,79.7,32.05543914,32.05543914,0,0,0,0,0,0,0,0,0,0,0,1.4,2.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1498.4,50,225.2,97.35428269,59.13553475,72,166862758.8,13.5,13.95913305,83.80348203,3519.178917,1,244.6,1
108.2628913,1637599.5,17,56.7,61.23412898,61.23412898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1566.8,46,253.8,99.90790357,82.31450549,105.5,166861361.7,13.5,14.14207691,116.5799734,6833.968147,1,244.6,1
6.921244621,831689.4,15.9,75.9,132.8596373,132.8596373,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5965.8,66,851,381.0468072,301.3931128,404.5,166861252.7,13.5,27.63190912,426.626799,91108.94076,1,244.6,1
4.630715489,168239.6,17,59.6,126.5517541,126.5517541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2818.6,46,811.5,173.8010967,235.6673912,294.8,166861373.7,13.5,18.49400963,334.1217623,63114.58281,1,244.6,1
0.752734566,2607195.4,6,87.6,3842.805391,3842.805391,0,0,0,0,0,1,0,0,0,0,0,356.2,2892.7,1,0,0,0,0,0,0,1,0,0,0,0,1,1,4894.6,367.6,1462,1024.131429,514.0253634,641.2,6.44E-05,5.5,44.85166061,726.9416403,331944.9518,0.8,38.5,1
14.83685558,241983.3,17,59.3,22.77685948,22.77685948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5468,66,851,358.636094,301.0159277,196.4,166861238.5,13.5,26.74641685,426.7005615,91223.2161,1,244.6,1
