flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
0,57.04,6.33,64,4.290556192,4.290556192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,581.33,54,66.3,54.79640359,2.822973165,57.04,82926067.47,9.5,10.46466611,4.010353307,160.9878424,0.05,141.55,1
0.328174953,76175,17,64,4642.13301,4642.13301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83015696.38,9.5,10,0,0,0,141.55,1
0.117320385,101.73,6.11,65.91,6.202211257,6.202211257,0,0,1,0,0,0,0,0,0,1.01,0.04,0,0.02,0,0,0,0,0,0,0,1,0,0,0,0,1,1,644.6,57.88,131.6,67.95922987,23.11311146,57.88,82972999.18,9.5,11.34687642,32.71624254,3016.808286,0.19,141.55,1
0.00213517,192.52,16.89,65.73,16.88324003,16.88324003,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.02,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1885.4,156.4,180.72,177.3948932,7.624943986,180.72,83007316.82,9.5,18.80939642,10.79298723,328.325187,0.19,141.55,1
6.745006099,108,6,64,0.29651567,0.29651567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82943426.93,9.5,10.39230485,0,0,0,141.55,1
0.019979129,58.56,6.11,64.64,1.627960237,1.627960237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,587.88,54,74.88,56.433378,6.330105488,55.16,82943431.13,9.5,10.60966003,8.960900809,236.009885,0.18,141.55,1
0.009798415,11833.5,16.68,67.82,24151.39897,24151.39897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,530,50,55,50.39663555,1.327509367,50.4,83011689.37,9.5,10.03941706,1.880409261,7.235812293,0.25,141.55,1
0.00851346,9025,17,64,21095.83339,21095.83339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83012428.32,9.5,10,0,0,0,141.55,1
0,81,6,64,37.23935038,37.23935038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82925823.78,9.5,10.39230485,0,0,0,141.55,1
6.661732514,108,6,64,0.300222206,0.300222206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82943426.95,9.5,10.39230485,0,0,0,141.55,1
7.05313972,108,6,64,0.283561676,0.283561676,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82981049.18,9.5,10.39230485,0,0,0,141.55,1
0,54,6,64,12.38972083,12.38972083,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82980870.54,9.5,10.39230485,0,0,0,141.55,1
0,79.38,5.88,62.72,9.872114311,9.872114311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.3,54,54.18,54.01564912,0.050157218,54.12,82925790.68,9.5,10.39383704,0.071517841,0.086700523,0.03,141.55,1
0,162,17,64,25.33633755,25.33633755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1701,162,162,162,0,162,83008107.35,9.5,18,0,0,0,141.55,1
0.086804106,20793.44,17,64,5429.283758,5429.283758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,536.76,50,61.76,50.63801135,2.662456258,52.94,83016348.4,9.5,10.06005766,3.787533944,179.4026281,0.04,141.55,1
0.00076931,55.68,6,64,47.44874102,47.44874102,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0.03,0,0,0,0,0,0,0,1,0,0,0,0,1,1,568.56,54,55.56,54.1205859,0.41159582,54.12,82955885.32,9.5,10.40388486,0.582992643,1.328944058,0.13,141.55,1
0.007036679,10875,17,64,31003.08886,31003.08886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83028632.28,9.5,10,0,0,0,141.55,1
7.942958424,108.18,6.11,65.91,0.249434806,0.249434806,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,570.24,54,57.24,54.20803043,0.791098842,54.36,82943163.71,9.5,10.41219691,1.12150747,7.025522146,0.09,141.55,1
0.023070953,249.24,6.11,63.36,28.25560741,28.25560741,0,0,1,0,0,0,0,0,0,1.03,0,0.1,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1047.44,68.56,361.68,117.3570001,102.1337337,110.2,82981077.54,9.5,13.48029464,140.10091,53057.96932,0.25,141.55,1
0,162,17,64,3.761277311,3.761277311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1701,162,162,162,0,162,83007917.42,9.5,18,0,0,0,141.55,1
0.00124481,161.86,16.89,63.85,13.46088821,13.46088821,0,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1685.16,146.16,162,160.1539891,4.802148991,161.12,83008135.56,9.5,17.89486466,6.797924752,135.8249517,0.18,141.55,1
1.609010007,120.52,6,65.91,3.458200386,3.458200386,0,0,1,0,0,0,0,0,0,1.54,0.55,0.04,0.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,588.66,54.76,64.46,55.82857326,2.564558952,55.97,82972415.73,9.5,10.56394244,3.619742294,47.94174411,0.14,141.55,1
0.002571838,4207.5,16.84,65.91,33810.63356,33810.63356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,528.6,50,53.6,50.41954793,1.091397498,50.2,83011449.44,9.5,10.04134308,1.544982898,7.015751636,0.18,141.55,1
5.457819722,107.64,6.05,63.36,0.363170999,0.363170999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,574.5,54,60.48,54.86105066,1.948455345,54.42,82946582.23,9.5,10.47294658,2.758215507,22.26586098,0.18,141.55,1
0.153802202,37818.74,16.89,64,4917.507671,4917.507671,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,528.84,50,53.84,50.36345752,1.092616864,50.24,83011480.02,9.5,10.03592654,1.547010093,7.742682356,0.16,141.55,1
0,162,17,64,3.538450441,3.538450441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1701,162,162,162,0,162,83007694.63,9.5,18,0,0,0,141.55,1
0.401632621,4381.43,6.11,63.85,14.83238345,14.83238345,0,0,0,0,0,1,0,0,0.03,0.57,0.7,1.93,4.03,1,0,0,0,0,0,0,1,0,0,0,0,1,1,8549.46,223.21,1939.27,844.3557241,587.4579963,852.11,83002639.08,9.5,38.38868099,831.3861301,438384.3715,0.9,141.55,1
6.180918217,200.96,6,64,0.592124744,0.592124744,0,0,1,0,0,0,0,0,0,2.83,0.83,0,0.83,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82972399.21,9.5,10.39230485,0,0,0,141.55,1
0.057363002,16105.13,16.72,65.27,6897.755089,6897.755089,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,548.65,51.18,65.1,53.82328386,4.558568557,51.28,83011566.83,9.5,10.33561532,6.45351998,108.4500734,0.24,141.55,1
0,54,6,64,17.76053889,17.76053889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82946597.35,9.5,10.39230485,0,0,0,141.55,1
3.781580086,108,6,64,0.528879473,0.528879473,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82977523.49,9.5,10.39230485,0,0,0,141.55,1
4.425844462,108,6,64,0.451891266,0.451891266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82950857.59,9.5,10.39230485,0,0,0,141.55,1
0,54,6,64,0.315880066,0.315880066,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82973543.27,9.5,10.39230485,0,0,0,141.55,1
0,53.46,5.94,63.36,20.13394777,20.13394777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,568.2,54.06,55.2,54.21586438,0.357419249,54.06,82946362.24,9.5,10.41284565,0.505921276,0.721417647,0.19,141.55,1
0.00675972,199.78,16.67,64,37.62747835,37.62747835,0,0,0,0,0,0,0,0,0.03,0.04,0.01,0.04,0.16,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1884.92,168.68,182,180.5051859,3.970411689,177.28,83003699.57,9.5,18.99783947,5.636359608,153.6372634,0.11,141.55,1
0.031816013,29007,16.84,65.91,18226.6802,18226.6802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,528.4,50,53.4,50.35288126,0.997116594,50.2,83011790.55,9.5,10.03488495,1.411649565,6.126862747,0.17,141.55,1
4.619882402,108,6,64,0.432911462,0.432911462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82951113.79,9.5,10.39230485,0,0,0,141.55,1
0,54,6,64,0.609446735,0.609446735,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82980872.34,9.5,10.39230485,0,0,0,141.55,1
7.920871005,134.24,5.94,67.18,0.296113483,0.296113483,0,0,1,0,0,0,0,0,0.02,1.99,0.02,0.05,0.19,0,0,0,0,0,0,0,1,0,0,0,0,1,1,568.32,54,54.9,54.07978445,0.232226861,54.18,82977250.8,9.5,10.39999025,0.329361564,0.699241522,0.08,141.55,1
0,54,6,64,2.322845988,2.322845988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82951266.84,9.5,10.39230485,0,0,0,141.55,1
0.04161304,71.68,6,67.44,3.763414085,3.763414085,0,0,0,0,0,0,0,0,0,0.1,0,0.03,0.13,1,0,0,0,0,0,0,1,0,0,0,0,1,1,581.52,54,67.08,55.07085902,3.376966239,55.2,82951680.41,9.5,10.49157996,4.7838176,94.42714055,0.13,141.55,1
0,54,6,64,1.73820374,1.73820374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82956089.59,9.5,10.39230485,0,0,0,141.55,1
5.056994169,108,6,64,0.395491899,0.395491899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82946965.09,9.5,10.39230485,0,0,0,141.55,1
0.073413949,22225.72,16.89,64.64,6048.82496,6048.82496,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,532.64,50,57.64,50.40606752,1.712014727,53.22,83016017.56,9.5,10.03924534,2.445525896,90.83146574,0.09,141.55,1
0.055496325,29775,17,64,10726.8064,10726.8064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83011421.86,9.5,10,0,0,0,141.55,1
0.023057013,24744,16.36,71.64,21483.64911,21483.64911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,536.6,50.6,54.2,51.66864379,1.505092359,50.8,83015406.86,9.5,10.15711947,2.069019248,12.73285506,0.17,141.55,1
0,182,17,64,1.623740352,1.623740352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1911,182,182,182,0,182,83006951.62,9.5,19.07878403,0,0,0,141.55,1
0,54,6,64,37.94788651,37.94788651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82955804.44,9.5,10.39230485,0,0,0,141.55,1
0.043286016,45525,17,64,21030.68663,21030.68663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83015404.35,9.5,10,0,0,0,141.55,1
0.025552652,6042.36,17,63.94,29095.45432,29095.45432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,526.64,49.24,52.4,50.03456135,0.79712056,50.36,83011729.84,9.5,10.00334275,1.130628967,5.57457281,0.25,141.55,1
2.901963856,242.92,6.05,65.27,1.988350559,1.988350559,0,0,0,0,0,1,0,0,0.04,1.05,0,0.02,3.08,1,0,0,0,0,0,0,1,0,0,0,0,1,1,746.34,65.22,100.44,70.20615393,10.50985295,70.04,82986299.74,9.5,11.82046641,14.88383072,799.8947064,0.14,141.55,1
0.031737285,477.07,6.17,74.86,13.16018491,13.16018491,0,0,1,0,0,0,0,0,0,1.03,0,0.21,0.69,0,0,0,0,0,0,0,1,0,0,0,0,1,1,633.48,54,95.24,59.66640873,11.88745672,59.36,82972716.28,9.5,10.89281255,16.83370315,505.6261524,0.31,141.55,1
4.68149761,108,6,64,0.427213737,0.427213737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82946958.9,9.5,10.39230485,0,0,0,141.55,1
4.290622168,108,6,64,0.466132928,0.466132928,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82985579.94,9.5,10.39230485,0,0,0,141.55,1
5.993139892,204.5,6,63.92,0.354274174,0.354274174,0,0,1,0,0,0,0,0,0,1.96,0,0.06,0.17,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.6,54,54.36,54.03129825,0.100314435,54.24,82985347.38,9.5,10.39536127,0.143035681,0.346802093,0.03,141.55,1
0.063621569,152.01,13.78,94.41,11.11740269,11.11740269,0,0,0,0,0,0,0,0,0,0.14,0.01,0.03,0.17,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1575.61,124.32,220.55,149.1552119,26.50904035,148.72,83011203.61,9.5,17.19803115,37.45206939,3334.103969,0.36,141.55,1
0.051420281,42459.36,16.84,66.55,16934.28431,16934.28431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,530.52,50,55.52,50.32507467,1.297185128,50.84,83016471.02,9.5,10.03231299,1.840854571,13.34953444,0.13,141.55,1
4.633375003,108,6,64,0.431651001,0.431651001,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82973030.66,9.5,10.39230485,0,0,0,141.55,1
0.038763671,34025,17,64,17552.80965,17552.80965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83016343.7,9.5,10,0,0,0,141.55,1
0.005583341,163.08,16.89,65.91,5.626683492,5.626683492,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0.01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1699.52,159.84,162.68,161.9231579,0.525835882,161.6,83007913.57,9.5,17.99362782,0.682105263,11.63168975,0.02,141.55,1
4.841397607,109.14,6,65.73,0.437899864,0.437899864,0,0,1,0,0,0,0,0,0,2.01,0,0,0.02,0,0,0,0,0,0,0,1,0,0,0,0,1,1,569.8,54,56.8,54.22954793,0.755978454,54.2,82985354.32,9.5,10.41425998,1.070628737,4.181307192,0.14,141.55,1
0,54,6,64,4.015758043,4.015758043,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82973142.68,9.5,10.39230485,0,0,0,141.55,1
0.032278042,32525,17,64,20144.4297,20144.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83028630.71,9.5,10,0,0,0,141.55,1
0.032312193,33561.91,17,64.64,21882.30728,21882.30728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,529.51,50,54.51,50.31519628,1.141840394,50.41,83016340.99,9.5,10.03116567,1.617909368,12.01473546,0.11,141.55,1
0.071210093,42094.77,16.89,65.73,15553.67416,15553.67416,0,0,0,0,0,0,0,0,0.03,0.02,0,0.11,0.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1,526.92,50,51.92,50.1407812,0.4958794,50.16,83012427.64,9.5,10.01403304,0.702490377,2.082567215,0.12,141.55,1
0.006749191,8197.4,16.68,67.82,24718.30323,24718.30323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,534,50,54.8,50.63946157,1.394360837,50.8,83011821.55,9.5,10.06247888,1.975070376,16.34732035,0.12,141.55,1
0,54,6,64,0.499544529,0.499544529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82955910.18,9.5,10.39230485,0,0,0,141.55,1
0,81,6,64,27.33625425,27.33625425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82925803.86,9.5,10.39230485,0,0,0,141.55,1
0.005458796,6375,17,64,23166.16461,23166.16461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83016010.5,9.5,10,0,0,0,141.55,1
4.230779536,109.85,6,64.59,0.474889099,0.474889099,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0,0,0,0,0,0,0,1,0,0,0,0,1,1,582.2,54,69.2,55.43868601,4.324941753,54.95,82946578.8,9.5,10.52474151,6.123581619,121.3154657,0.16,141.55,1
0.036835434,32225,17,64,280173.7335,280173.7335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83012437.95,9.5,10,0,0,0,141.55,1
0.033151343,30725,17,64,18534.98607,18534.98607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83011677.54,9.5,10,0,0,0,141.55,1
5.731706331,125.92,6,64,0.404767775,0.404767775,0,0,1,0,0,0,0,0,0,2.16,0.16,0,0.16,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82972550.73,9.5,10.39230485,0,0,0,141.55,1
0.076972368,30316.32,16.68,67.82,14584.83473,14584.83473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,528.72,50,53.72,50.35157345,1.017143303,50.48,83011740.04,9.5,10.0339531,1.37893297,3.781469807,0.29,141.55,1
7.0889956,110.61,6,63.56,0.771089793,0.771089793,0,0,0,0,0,0,0,0,0,0,0,0.03,0.05,0,0,0,0,0,0,0,1,0,0,0,0,1,1,577.35,54,64.35,54.90694036,2.865273484,54.69,82951079.13,9.5,10.47712049,4.057331075,56.38050885,0.15,141.55,1
0,182,17,64,1.477930779,1.477930779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1911,182,182,182,0,182,83007298.46,9.5,19.07878403,0,0,0,141.55,1
9.267459633,233.02,6.11,64,0.396622559,0.396622559,0,0,1,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.48,54,54.48,54.0351953,0.12396985,54.04,82972979.05,9.5,10.39569674,0.175622594,0.130160451,0.12,141.55,1
0.056506758,41025,17,64,14518.01939,14518.01939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83016670.39,9.5,10,0,0,0,141.55,1
0,162,17,64,2.8088945,2.8088945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1701,162,162,162,0,162,83007930.42,9.5,18,0,0,0,141.55,1
0.095891559,17909.04,16.57,69.64,4159.800131,4159.800131,0,0,0,0,0,0,0,0,0.01,0,0,0.02,0.07,0,0,0,0,0,0,0,0,1,0,0,0,1,1,535.6,50.32,57.56,51.51473421,2.385503087,50.56,83028538.21,9.5,10.1463807,3.376894165,16.34441103,0.37,141.55,1
0.042629864,34475,17,64,16173.61633,16173.61633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83016352.62,9.5,10,0,0,0,141.55,1
0.051309106,35336,16.52,69.73,66465.8125,66465.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,533,50.4,54.2,51.24909586,1.446852879,50.6,83016454.28,9.5,10.11810207,1.986464235,11.26003666,0.18,141.55,1
